"","descendant_concept_id","concept_name","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","source"
"47",3661504,"Acute ST segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion","Condition","SNOMED","Disorder","S","840316004","additional"
"48",3661520,"Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery","Condition","SNOMED","Disorder","S","840609007","additional"
"49",3661524,"Acute ST segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery","Condition","SNOMED","Disorder","S","840680009","additional"
"50",3661547,"Acute ST segment elevation myocardial infarction due to occlusion of diagonal branch of anterior descending branch of left coronary artery","Condition","SNOMED","Disorder","S","846668006","additional"
"51",3661641,"Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery","Condition","SNOMED","Disorder","S","868214006","additional"
"52",3661642,"Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery","Condition","SNOMED","Disorder","S","868217004","additional"
"53",3661643,"Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery","Condition","SNOMED","Disorder","S","868220007","additional"
"54",3661644,"Acute ST segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery","Condition","SNOMED","Disorder","S","868224003","additional"
"55",3661645,"Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery","Condition","SNOMED","Disorder","S","868225002","additional"
"56",3661646,"Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery","Condition","SNOMED","Disorder","S","868226001","additional"
"57",4119948,"Acute Q wave infarction - widespread","Condition","SNOMED","Disorder","S","233836002","additional"
"58",4124685,"Acute non-Q wave infarction - widespread","Condition","SNOMED","Disorder","S","233837006","additional"
"59",4243372,"Acute myocardial infarction of apical-lateral wall","Condition","SNOMED","Disorder","S","59063002","additional"
"60",4275436,"Acute myocardial infarction of high lateral wall","Condition","SNOMED","Disorder","S","64627002","additional"
"61",4324413,"Acute myocardial infarction of posterobasal wall","Condition","SNOMED","Disorder","S","70998009","additional"
"62",35610091,"Acute nontransmural myocardial infarction","Condition","SNOMED","Disorder","S","1089451000000100","additional"
"63",35611570,"Acute ST segment elevation myocardial infarction of inferolateral wall","Condition","SNOMED","Disorder","S","12238111000119106","additional"
"64",37160791,"Postoperative acute myocardial infarction","Condition","SNOMED","Disorder","S","1163440003","additional"
"65",37163019,"Acute inferior non-ST segment elevation myocardial infarction of right ventricle","Condition","SNOMED","Disorder","S","1204151009","additional"
"66",37163020,"Acute inferior non-ST segment elevation myocardial infarction","Condition","SNOMED","Disorder","S","1204152002","additional"
"67",37163022,"Acute anterior non-ST segment elevation myocardial infarction with right ventricular involvement","Condition","SNOMED","Disorder","S","1204154001","additional"
"68",37163023,"Acute anterior non-ST segment elevation myocardial infarction","Condition","SNOMED","Disorder","S","1204155000","additional"
"69",37163084,"Acute non-ST segment elevation myocardial infarction of right ventricle","Condition","SNOMED","Disorder","S","1204222000","additional"
"70",37163289,"Subsequent anterior non-ST segment elevation myocardial infarction","Condition","SNOMED","Disorder","S","1208872002","additional"
"71",37169262,"Acute ST segment elevation myocardial infarction of atrium","Condition","SNOMED","Disorder","S","15713001000119100","additional"
"72",37172157,"Acute ST segment elevation myocardial infarction due to distal left circumflex coronary artery occlusion","Condition","SNOMED","Disorder","S","44811000087108","additional"
"73",37172159,"Acute ST segment elevation myocardial infarction due to mid left circumflex coronary artery occlusion","Condition","SNOMED","Disorder","S","44821000087100","additional"
"74",37172160,"Acute ST segment elevation myocardial infarction due to obtuse marginal branch of left circumflex coronary artery occlusion","Condition","SNOMED","Disorder","S","44831000087103","additional"
"75",37172162,"Acute ST segment elevation myocardial infarction due to posterolateral branch of left circumflex coronary artery occlusion","Condition","SNOMED","Disorder","S","44841000087109","additional"
"76",37172163,"Acute ST segment elevation myocardial infarction due to proximal left circumflex coronary artery occlusion","Condition","SNOMED","Disorder","S","44851000087107","additional"
"77",43020460,"Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery","Condition","SNOMED","Disorder","S","285981000119103","additional"
"78",44782712,"Acute myocardial infarction due to right coronary artery occlusion","Condition","SNOMED","Disorder","S","23311000119105","additional"
"79",44782769,"Acute myocardial infarction due to left coronary artery occlusion","Condition","SNOMED","Disorder","S","17531000119105","additional"
"80",45766076,"Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle","Condition","SNOMED","Disorder","S","703165004","additional"
"81",45766115,"Acute myocardial infarction during procedure","Condition","SNOMED","Disorder","S","703212004","additional"
"82",45766150,"Acute myocardial infarction of anterior wall involving right ventricle","Condition","SNOMED","Disorder","S","703252002","additional"
"83",45766151,"Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle","Condition","SNOMED","Disorder","S","703253007","additional"
"84",45771322,"Acute myocardial infarction of inferior wall involving right ventricle","Condition","SNOMED","Disorder","S","703251009","additional"
"85",46270158,"Acute ST segment elevation myocardial infarction of posterolateral wall","Condition","SNOMED","Disorder","S","15712841000119100","additional"
"86",46270160,"Acute ST segment elevation myocardial infarction of anteroseptal wall","Condition","SNOMED","Disorder","S","15712961000119108","additional"
"87",46270161,"Acute ST segment elevation myocardial infarction of posterior wall","Condition","SNOMED","Disorder","S","15713041000119103","additional"
"88",46270162,"Acute ST segment elevation myocardial infarction due to left coronary artery occlusion","Condition","SNOMED","Disorder","S","15713081000119108","additional"
"89",46270163,"Acute ST segment elevation myocardial infarction due to right coronary artery occlusion","Condition","SNOMED","Disorder","S","15713121000119105","additional"
"90",46270164,"Acute ST segment elevation myocardial infarction of septum","Condition","SNOMED","Disorder","S","15713161000119100","additional"
"91",46273495,"Acute ST segment elevation myocardial infarction of posterobasal wall","Condition","SNOMED","Disorder","S","15713201000119105","additional"
"92",4323202,"Mixed myocardial ischemia and infarction","Condition","SNOMED","Disorder","S","428196007","codelist"
"93",4329847,"Myocardial infarction","Condition","SNOMED","Disorder","S","22298006","codelist"
"94",46270162,"Acute ST segment elevation myocardial infarction due to left coronary artery occlusion","Condition","SNOMED","Disorder","S","15713081000119108","codelist"
"95",45766114,"Subsequent ST segment elevation myocardial infarction","Condition","SNOMED","Disorder","S","703211006","codelist"
"96",45766241,"Subsequent non-ST segment elevation myocardial infarction","Condition","SNOMED","Disorder","S","703360004","codelist"
"97",45773170,"Subsequent ST segment elevation myocardial infarction of inferior wall","Condition","SNOMED","Disorder","S","703209002","codelist"
"98",314666,"Old myocardial infarction","Condition","SNOMED","Disorder","S","1755008","codelist"
"99",438172,"Atrial septal defect due to and following acute myocardial infarction","Condition","SNOMED","Disorder","S","194863005","codelist"
"100",439693,"True posterior myocardial infarction","Condition","SNOMED","Disorder","S","194802003","codelist"
"101",4011131,"Acute infarction of papillary muscle","Condition","SNOMED","Disorder","S","10273003","codelist"
"102",4030582,"Postoperative myocardial infarction","Condition","SNOMED","Disorder","S","129574000","codelist"
"103",4108217,"Subsequent myocardial infarction","Condition","SNOMED","Disorder","S","194856005","codelist"
"104",4108218,"Subsequent myocardial infarction of inferior wall","Condition","SNOMED","Disorder","S","194858006","codelist"
"105",4108219,"Rupture of chordae tendinae due to and following acute myocardial infarction","Condition","SNOMED","Disorder","S","194866002","codelist"
"106",4108220,"Rupture of papillary muscle as current complication following acute myocardial infarction","Condition","SNOMED","Disorder","S","194867006","codelist"
"107",4108677,"Subsequent myocardial infarction of anterior wall","Condition","SNOMED","Disorder","S","194857001","codelist"
"108",4108678,"Hemopericardium due to and following acute myocardial infarction","Condition","SNOMED","Disorder","S","194862000","codelist"
"109",4108679,"Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction","Condition","SNOMED","Disorder","S","194865003","codelist"
"110",4108680,"Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction","Condition","SNOMED","Disorder","S","194868001","codelist"
"111",4119953,"Post-infarction ventricular septal defect","Condition","SNOMED","Disorder","S","233846000","codelist"
"112",4124686,"Silent myocardial infarction","Condition","SNOMED","Disorder","S","233843008","codelist"
"113",4124687,"Cardiac rupture due to and following acute myocardial infarction","Condition","SNOMED","Disorder","S","233847009","codelist"
"114",4134723,"Coronary artery thrombosis","Condition","SNOMED","Disorder","S","398274000","codelist"
"115",4173632,"Microinfarct of heart","Condition","SNOMED","Disorder","S","42531007","codelist"
"116",4197719,"Diabetes mellitus insulin-glucose infusion in acute myocardial infarction","Procedure","SNOMED","Procedure","S","315287002","codelist"
"117",4198141,"Post infarct angina","Condition","SNOMED","Disorder","S","314116003","codelist"
"118",4200113,"Non-Q wave myocardial infarction","Condition","SNOMED","Disorder","S","314207007","codelist"
"119",4206867,"Postoperative subendocardial myocardial infarction","Condition","SNOMED","Disorder","S","311796008","codelist"
"120",4207921,"Postoperative transmural myocardial infarction of anterior wall","Condition","SNOMED","Disorder","S","311792005","codelist"
"121",4209541,"Postoperative transmural myocardial infarction of inferior wall","Condition","SNOMED","Disorder","S","311793000","codelist"
"122",4215140,"Acute coronary syndrome","Condition","SNOMED","Disorder","S","394659003","codelist"
"123",4215259,"First myocardial infarction","Condition","SNOMED","Disorder","S","394710008","codelist"
